Product Name,Product Price,Product Camera,Product RAM,Product ROM,Product Display,Product Processor,Product Color,Product Rating
realme narzo 50 5G,12990,48MP Rear Camera,4 GB RAM,64,16.76 cm (6.6 inch) Display,,Hyper Black,4.3
realme GT Neo 3T,18999,64MP + 8MP + 2MP | 16MP Front Camera,6 GB RAM,128,16.81 cm (6.62 inch) Full HD+ AMOLED Display,Qualcomm Snapdragon 870,Dash Yellow,4.3
realme GT NEO 3,23998,50MP + 8MP + 2MP | 16MP Front Camera,12 GB RAM,256,17.02 cm (6.7 inch) Full HD+ Display,Mediatek Dimensity 8100,150W) (Nitro Blue,4.2
realme GT Neo 3T,33999,64MP + 8MP + 2MP | 16MP Front Camera,8 GB RAM,256,16.81 cm (6.62 inch) Full HD+ AMOLED Display,Qualcomm Snapdragon 870,Drifting White,4.3
realme C65 5G,14400,50MP Rear Camera | 8MP Front Camera,8 GB RAM,128,16.94 cm (6.67 inch) HD+ Display,Dimensity 6300,Glowing Black,4.3
realme GT Neo 3T,31999,64MP + 8MP + 2MP | 16MP Front Camera,8 GB RAM,128,16.81 cm (6.62 inch) Full HD+ AMOLED Display,Qualcomm Snapdragon 870,Dash Yellow,4.3
realme GT Neo 3T,33999,64MP + 8MP + 2MP | 16MP Front Camera,8 GB RAM,256,16.81 cm (6.62 inch) Full HD+ AMOLED Display,Qualcomm Snapdragon 870,Dash Yellow,4.3
realme GT Neo 3T,17500,64MP + 8MP + 2MP | 16MP Front Camera,6 GB RAM,128,16.81 cm (6.62 inch) Full HD+ AMOLED Display,Qualcomm Snapdragon 870,Shade Black,4.3
realme 8 5G,15499,48MP + 2MP + 2MP | 16MP Front Camera,4 GB RAM,64,16.51 cm (6.5 inch) Full HD+ Display,MediaTek Dimensity 700 (MT6833),Supersonic Blue,4.3
realme GT Neo 3T,20999,64MP + 8MP + 2MP | 16MP Front Camera,6 GB RAM,128,16.81 cm (6.62 inch) Full HD+ AMOLED Display,Qualcomm Snapdragon 870,Drifting White,4.3
realme GT Neo 3T,20990,64MP + 8MP + 2MP | 16MP Front Camera,8 GB RAM,128,16.81 cm (6.62 inch) Full HD+ AMOLED Display,Qualcomm Snapdragon 870,Drifting White,4.3
realme NARZO 80 Pro 5G,25999,50MP Rear Camera,8 GB RAM,256,17.02 cm (6.7 inch) Display,,Nitro Orange,4.4
realme Gt 7T,33889,50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera,12 GB RAM,256,17.27 cm (6.8 inch) Full HD+ AMOLED Display,Dimensity,Racing Yellow,4.5
realme NARZO 70X 5G,14999,50MP Rear Camera | 8MP Front Camera,6 GB RAM,128,17.07 cm (6.72 inch) Display,Dimensity 6100+ 5G Chipset,ICE BLUE,4.3
realme 11 Pro 5G,23999,100MP (OIS) + 2MP | 16MP Front Camera,8 GB RAM,128,17.02 cm (6.7 inch) Full HD+ Display,Dimensity 7050,Sunrise Beige,4.4
realme P1 Pro 5G,16999,50MP + 8MP | 16MP Front Camera,8 GB RAM,256,17.02 cm (6.7 inch) Full HD+ Display,6 Gen 1,Parrot Blue,4.5
realme P1 Pro 5G,15999,50MP + 8MP | 16MP Front Camera,8 GB RAM,128,17.02 cm (6.7 inch) Full HD+ Display,6 Gen 1,Parrot Blue,4.5
realme Narzo 70 Pro 5G,17999,50MP Rear Camera,8 GB RAM,128,16.94 cm (6.67 inch) Display,,Green,4.4
realme 12 Pro 5G,19999,50MP + 8MP + 32MP | 16MP Front Camera,8 GB RAM,128,17.02 cm (6.7 inch) Full HD+ Display,Snapdragon 6 Gen 1,Navigator Beige,4.4
realme 12 Pro 5G,22999,50MP + 8MP + 32MP | 16MP Front Camera,12 GB RAM,256,17.02 cm (6.7 inch) Full HD+ Display,Snapdragon 6 Gen 1,Navigator Beige,4.4
realme GT 5G,40999,64MP + 8MP + 2MP | 16MP Front Camera,8 GB RAM,128,16.33 cm (6.43 inch) Full HD+ Display,Qualcomm Snapdragon 888,Dashing Silver,4.2
realme X50 Pro,41999,64MP + 12MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,8 GB RAM,128,16.36 cm (6.44 inch) Full HD+ Display,Qualcomm Snapdragon 865,Moss Green,4.4
realme GT Neo 3,25007,50MP + 8MP + 2MP | 16MP Front Camera,8 GB RAM,128,17.02 cm (6.7 inch) Full HD+ Display,Mediatek Dimensity 8100,Asphalt Black,4.2
realme GT 5G,24999,64MP + 8MP + 2MP | 16MP Front Camera,8 GB RAM,128,16.33 cm (6.43 inch) Full HD+ Display,Qualcomm Snapdragon 888,Dashing Blue,4.2
realme 10 Pro 5G,20999,108MP + 2MP | 16MP Front Camera,8 GB RAM,128,17.07 cm (6.72 inch) Full HD+ Display,Qualcomm Snapdragon 695 5G,Nebula Blue,4.3
realme GT Neo 3,38999,50MP + 8MP + 2MP | 16MP Front Camera,8 GB RAM,256,17.02 cm (6.7 inch) Full HD+ Display,Mediatek Dimensity 8100,White,4.2
realme 10 Pro 5G,18999,108MP + 2MP | 16MP Front Camera,6 GB RAM,128,17.07 cm (6.72 inch) Full HD+ Display,Qualcomm Snapdragon 695 5G,Blue,4.3
realme GT Neo 3,23990,50MP + 8MP + 2MP | 16MP Front Camera,8 GB RAM,256,17.02 cm (6.7 inch) Full HD+ Display,Mediatek Dimensity 8100,Asphalt Black,4.2
realme C67 5G,13999,50MP + 2MP | 8MP Front Camera,4 GB RAM,128,17.07 cm (6.72 inch) Full HD+ Display,Dimensity 6100+,Sunny Oasis,4.4
realme Narzo 30 Pro 5G,18599,48MP + 8MP + 2MP | 16MP Front Camera,6 GB RAM,64,16.51 cm (6.5 inch) Full HD+ Display,MediaTek Dimensity 800U,Sword Black,4.3
realme C67 5G,14999,50MP + 2MP | 8MP Front Camera,6 GB RAM,128,17.07 cm (6.72 inch) Full HD+ Display,Dimensity 6100+,Sunny Oasis,4.3
realme C67 5G,13999,50MP + 2MP | 8MP Front Camera,4 GB RAM,128,17.07 cm (6.72 inch) Full HD+ Display,Dimensity 6100+,Dark Purple,4.4
realme X7 Max,32999,64MP + 8MP + 2MP | 16MP Front Camera,12 GB RAM,256,120Hz Super AMOLED Display,MediaTek Dimensity 1200,Mercury Silver,4.3
realme 11 Pro+ 5G,29999,200MP (OIS) + 8MP + 2MP | 32MP Front Camera,12 GB RAM,256,17.02 cm (6.7 inch) Full HD+ Display,Dimensity 7050,Astral Black,4.4
realme GT Master Edition,25999,64MP + 8MP + 2MP | 32MP Front Camera,8 GB RAM,256,16.33 cm (6.43 inch) Full HD+ Display,Qualcomm Snapdragon 778G,Cosmos Black,4.4
realme GT Master Edition,21999,64MP + 8MP + 2MP | 32MP Front Camera,6 GB RAM,128,16.33 cm (6.43 inch) Full HD+ Display,Qualcomm Snapdragon 778G,Voyager Grey,4.4
realme 9 5G,18999,48MP + 2MP + 2MP | 16MP Front Camera,8 GB RAM,128,16.76 cm (6.6 inch) Full HD+ Display,Qualcomm Snapdragon 778G,Azure Glow,4.3
realme 9 Pro 5G,23999,64MP + 8MP + 2MP | 16MP Front Camera,8 GB RAM,128,16.76 cm (6.6 inch) Full HD+ Display,Qualcomm Snapdragon 695,Sunrise Blue,4.3
realme Narzo 50 Pro 5G,16990,48MP Rear Camera,8 GB RAM,128,16.26 cm (6.4 inch) Display,Dimensity 920 5G,Hyper Black,4.2
realme C61,6499,32MP Rear Camera | 5MP Front Camera,4 GB RAM,64,17.13 cm (6.745 inch) HD+ Display,T612,Safari Green,4.4
realme C61,8199,32MP Rear Camera | 5MP Front Camera,6 GB RAM,128,17.13 cm (6.745 inch) HD+ Display,T612,Marble Black,4.3
realme C61,8199,32MP Rear Camera | 5MP Front Camera,6 GB RAM,128,17.13 cm (6.745 inch) HD+ Display,T612,Safari Green,4.3
realme C61,6499,32MP Rear Camera | 5MP Front Camera,4 GB RAM,64,17.13 cm (6.745 inch) HD+ Display,T612,Marble Black,4.4
realme C71,7499,13MP Rear Camera | 5MP Front Camera,4 GB RAM,64,17.14 cm (6.75 inch) HD+ Display,T7250,Sea Blue,4.3
realme C71,7197,13MP Rear Camera | 5MP Front Camera,4 GB RAM,64,17.14 cm (6.75 inch) HD+ Display,T7250,Obsidian Black,4.3
realme C71,8699,13MP Rear Camera | 5MP Front Camera,6 GB RAM,128,17.14 cm (6.75 inch) HD+ Display,T7250,Sea Blue,4.2
realme C71,8699,13MP Rear Camera | 5MP Front Camera,6 GB RAM,128,17.14 cm (6.75 inch) HD+ Display,T7250,Obsidian Black,4.2
realme C20,7499,8MP Rear Camera | 5MP Front Camera,2 GB RAM,32,16.51 cm (6.5 inch) HD+ Display,MediaTek Helio G35,Cool Blue,4.4
realme Narzo 50i,7499,8MP Rear Camera | 5MP Front Camera,2 GB RAM,32,16.51 cm (6.5 inch) Display,SC9863A,Mint Green,4.5
realme C30s,6999,8MP Rear Camera | 5MP Front Camera,2 GB RAM,32,16.51 cm (6.5 inch) HD+ Display,Unisoc SC9863A/ Unisoc SC9863A1,Stripe Black,4.4
realme C21,7899,13MP + 2MP + 2MP | 5MP Front Camera,3 GB RAM,32,16.51 cm (6.5 inch) HD+ Display,MediaTek Helio G35,Cross Black,4.4
realme C30s,8499,8MP Rear Camera | 5MP Front Camera,4 GB RAM,64,16.51 cm (6.5 inch) HD+ Display,Unisoc SC9863A/ Unisoc SC9863A1,Stripe Blue,4.2
realme C21,10999,13MP + 2MP + 2MP | 5MP Front Camera,4 GB RAM,64,16.51 cm (6.5 inch) HD+ Display,MediaTek Helio G35,Cross Black,4.4
realme C11 2021,8999,8MP Rear Camera | 5MP Front Camera,4 GB RAM,64,16.51 cm (6.5 inch) HD+ Display,Octa-core,Cool Blue,4.3
realme C20,6799,8MP Rear Camera | 5MP Front Camera,2 GB RAM,32,16.51 cm (6.5 inch) HD+ Display,MediaTek Helio G35,Cool Grey,4.4
realme C3,7999,12MP + 2MP | 5MP Front Camera,3 GB RAM,32,16.56 cm (6.52 inch) HD+ Display,Helio G70,Volcano Grey,4.4
realme C30s,7490,8MP Rear Camera | 5MP Front Camera,2 GB RAM,32,16.51 cm (6.5 inch) HD+ Display,Unisoc SC9863A/ Unisoc SC9863A1,Stripe Blue,4.4
realme C11,6999,13MP + 2MP | 5MP Front Camera,2 GB RAM,32,16.51 cm (6.5 inch) HD+ Display,Mediatek Helio G35,Rich Grey,4.4
realme C11 2021,8399,8MP Rear Camera | 5MP Front Camera,4 GB RAM,64,16.51 cm (6.5 inch) HD+ Display,Octa-core,Cool Grey,4.3
realme C30s,9499,8MP Rear Camera | 5MP Front Camera,4 GB RAM,64,16.51 cm (6.5 inch) HD+ Display,Unisoc SC9863A/ Unisoc SC9863A1,Stripe Black,4.2
realme 5,12999,12MP + 8MP + 2MP + 2MP Quad Camera | 13MP Front Camera,4 GB RAM,128,16.51 cm (6.5 inch) HD+ Display,Qualcomm Snapdragon 665 2 GHz,Crystal Blue,4.4
realme C21Y,8499,13MP + 2MP + 2MP | 5MP Front Camera,4 GB RAM,64,16.51 cm (6.5 inch) HD+ Display,Unisoc T610,Cross Blue,4.5
realme C12,7649,13MP + 2MP + 2MP | 5MP Front Camera,3 GB RAM,32,16.56 cm (6.52 inch) HD+ Display,Mediatek Helio G35,Power Silver,4.4
realme C30,5999,8MP Rear Camera | 5MP Front Camera,2 GB RAM,32,16.51 cm (6.5 inch) HD+ Display,Unisoc T612,Denim Black,4.2
realme C30,7999,8MP Rear Camera | 5MP Front Camera,3 GB RAM,32,16.51 cm (6.5 inch) HD+ Display,Unisoc T612,Bamboo Green,4.1
realme C31,8999,13MP + 2MP + 0.3MP | 5MP Front Camera,4 GB RAM,64,16.56 cm (6.52 inch) HD Display,Unisoc T612,Light Silver,4.4
realme C30,7469,8MP Rear Camera | 5MP Front Camera,3 GB RAM,32,16.51 cm (6.5 inch) HD+ Display,Unisoc T612,Lake Blue,4.1
realme C31,8999,13MP + 2MP + 0.3MP | 5MP Front Camera,4 GB RAM,64,16.56 cm (6.52 inch) HD Display,Unisoc T612,Dark Green,4.4
realme C31,7999,13MP + 2MP + 0.3MP | 5MP Front Camera,3 GB RAM,32,16.56 cm (6.52 inch) HD Display,Unisoc T612,Dark Green,4.5
realme C33,9999,50MP + 0.3MP | 5MP Front Camera,4 GB RAM,64,16.51 cm (6.5 inch) HD+ Display,Unisoc T612,Aqua Blue,4.4
realme C33,9999,50MP + 0.3MP | 5MP Front Camera,4 GB RAM,64,16.51 cm (6.5 inch) HD+ Display,Unisoc T612,Sandy Gold,4.4
realme C33,8999,50MP + 0.3MP | 5MP Front Camera,3 GB RAM,32,16.51 cm (6.5 inch) HD+ Display,Unisoc T612,Aqua Blue,4.4
realme C51,9499,50MP + 0.08MP | 5MP Front Camera,4 GB RAM,128,17.12 cm (6.74 inch) HD Display,T612,Mint Green,4.3
realme C51,8999,50MP + 0.08MP | 5MP Front Camera,4 GB RAM,64,17.12 cm (6.74 inch) HD Display,T612,Mint Green,4.3
realme 15x 5G,19999,50MP Rear Camera | 50MP Front Camera,8 GB RAM,256,17.27 cm (6.8 inch) Display,Dimensity 6300 6nm Octa-core chipset,Aqua Blue,4.3
realme 15x 5G,19999,50MP Rear Camera | 50MP Front Camera,8 GB RAM,256,17.27 cm (6.8 inch) Display,Dimensity 6300 6nm Octa-core chipset,Maroon Red,4.3
realme P4 5G,20999,50MP + 8MP | 16MP Front Camera,8 GB RAM,256,17.2 cm (6.77 inch) Display,Mediatek Dimensity 7400,Engine Blue,4.4
realme P4 5G,20999,50MP + 8MP | 16MP Front Camera,8 GB RAM,256,17.2 cm (6.77 inch) Display,Mediatek Dimensity 7400,Forge Red,4.4
realme P3 5G,18499,50MP + 2MP | 16MP Front Camera,8 GB RAM,256,16.94 cm (6.67 inch) Full HD+ Display,6 Gen 4,Comet Grey,4.4
realme 14 Pro+ 5G,26999,50MP + 50MP + 8MP | 32MP Front Camera,12 GB RAM,256,17.35 cm (6.83 inch) Display,7s Gen 3 Mobile Platform,Bikaner Purple,4.4
realme 15T 5G,24999,50MP + 2MP | 50MP Front Camera,12 GB RAM,256,16.69 cm (6.57 inch) Full HD Display,MediaTek Dimensity 6400 MAX,Silk Blue,4.2
realme 15T 5G,24999,50MP + 2MP | 50MP Front Camera,12 GB RAM,256,16.69 cm (6.57 inch) Full HD Display,MediaTek Dimensity 6400 MAX,Suit Titanium,4.2
realme 15 Pro 5G,38999,50MP + 50MP | 50MP Front Camera,12 GB RAM,512,17.27 cm (6.8 inch) Display,Snapdragon 7 Gen 4,Silk Purple,4.3
realme 15 Pro 5G,38999,50MP + 50MP | 50MP Front Camera,12 GB RAM,512,17.27 cm (6.8 inch) Display,Snapdragon 7 Gen 4,Flowing Silver,4.3
realme 15 Pro 5G,33999,50MP + 50MP | 50MP Front Camera,8 GB RAM,256,17.27 cm (6.8 inch) Display,Snapdragon 7 Gen 4,Silk Purple,4.3
realme 15 Pro 5G,38999,50MP + 50MP | 50MP Front Camera,12 GB RAM,512,17.27 cm (6.8 inch) Display,Snapdragon 7 Gen 4,Velvet Green,4.3
realme 15 Pro 5G,31999,50MP + 50MP | 50MP Front Camera,8 GB RAM,128,17.27 cm (6.8 inch) Display,Snapdragon 7 Gen 4,Silk Purple,4.3
realme P4 Pro 5G,23999,50MP + 8MP | 50MP Front Camera,8 GB RAM,128,17.27 cm (6.8 inch) Display,Snapdragon 7 Gen 4 Mobile,Dark Oak Wood,4.4
realme P4 Pro 5G,27999,50MP + 8MP | 50MP Front Camera,12 GB RAM,256,17.27 cm (6.8 inch) Display,Snapdragon 7 Gen 4 Mobile,Midnight Ivy,4.4
realme Narzo 80 Pro 5G,22245,50MP Rear Camera,12 GB RAM,256,17.2 cm (6.77 inch) Display,,Speed Silver,4.4
realme 15 5G,29999,50MP + 8MP | 50MP Front Camera,12 GB RAM,256,17.27 cm (6.8 inch) Display,Mediatek Dimensity 7300+ 5G,Silk Pink,4.4
realme 15 5G,29999,50MP + 8MP | 50MP Front Camera,12 GB RAM,256,17.27 cm (6.8 inch) Display,Mediatek Dimensity 7300+ 5G,Velvet Green,4.4
realme Narzo N65 5G,10657,50MP Rear Camera,4 GB RAM,128,16.94 cm (6.67 inch) Display,,Amber Gold,4.3
realme P3 Pro 5G,23999,50MP + 2MP | 16MP Front Camera,12 GB RAM,256,17.35 cm (6.83 inch) Display,7s Gen 3 Mobile Platform,Galaxy Purple,4.4
realme NARZO N65 5G,11299,50MP Rear Camera,6 GB RAM,128,16.94 cm (6.67 inch) Display,,DEEP GREEN,4.3
realme 14 Pro 5G,26999,50MP + 2MP | 16MP Front Camera,8 GB RAM,256,17.2 cm (6.77 inch) Full HD+ Display,Dimensity 7300 Energy,Jaipur Pink,4.4
realme 70 TURBO 5G,14245,50MP Rear Camera,6 GB RAM,128,16.94 cm (6.67 inch) Full HD+ Display,Segment's Fastest Dimensity 7300 Energy 5G Chipset,Turbo Yellow,4.3
realme Narzo N65 5G,9980,50MP Rear Camera,4 GB RAM,128,16.94 cm (6.67 inch) Display,,Deep Green,4.3
realme 70 TURBO 5G,15120,50MP Rear Camera,8 GB RAM,128,16.94 cm (6.67 inch) Full HD+ Display,Segment's Fastest Dimensity 7300 Energy 5G Chipset,Turbo Purple,4.4
realme Narzo 80 Pro 5G,27899,50MP Rear Camera,12 GB RAM,256,17.2 cm (6.77 inch) Display,,Racing Green,4.4
realme Narzo N65 5G,11035,50MP Rear Camera,6 GB RAM,128,16.94 cm (6.67 inch) Display,,Deep Green,4.3
realme Narzo N65 5G,11890,50MP Rear Camera,8 GB RAM,128,16.94 cm (6.67 inch) Display,,Deep Green,4.2
realme 70 TURBO 5G,15270,50MP Rear Camera,8 GB RAM,128,16.94 cm (6.67 inch) Full HD+ Display,Segment's Fastest Dimensity 7300 Energy 5G Chipset,Yellow,4.4
realme 70 TURBO 5G,15435,50MP Rear Camera,8 GB RAM,128,16.94 cm (6.67 inch) Full HD+ Display,Segment's Fastest Dimensity 7300 Energy 5G Chipset,Turbo Green,4.4
realme 13 Pro+ 5G,28999,50MP + 8MP + 50MP | 32MP Front Camera,12 GB RAM,512,17.02 cm (6.7 inch) Full HD+ Display,Snapdragon 7s Gen2,Monet Purple,4.4
realme 13 Pro 5G,25000,50MP + 8MP + 2MP | 32MP Front Camera,12 GB RAM,512,17.02 cm (6.7 inch) Full HD+ Display,Snapdragon 7s Gen2,Monet Gold,4.3
realme 70 TURBO 5G,19390,50MP Rear Camera,12 GB RAM,256,16.94 cm (6.67 inch) Full HD+ Display,Segment's Fastest Dimensity 7300 Energy 5G Chipset,Turbo Purple,4.4
realme 70 TURBO 5G,18714,50MP Rear Camera,12 GB RAM,256,16.94 cm (6.67 inch) Full HD+ Display,Segment's Fastest Dimensity 7300 Energy 5G Chipset,Turbo Yellow,4.4
realme 13 Pro+ 5G,28999,50MP + 8MP + 50MP | 32MP Front Camera,12 GB RAM,512,17.02 cm (6.7 inch) Full HD+ Display,Snapdragon 7s Gen2,Monet Gold,4.4
realme 13 Pro 5G,25499,50MP + 8MP + 2MP | 32MP Front Camera,12 GB RAM,256,17.02 cm (6.7 inch) Full HD+ Display,Snapdragon 7s Gen2,Monet Gold,4.3
realme 13 Pro+ 5G,26999,50MP + 8MP + 50MP | 32MP Front Camera,12 GB RAM,256,17.02 cm (6.7 inch) Full HD+ Display,Snapdragon 7s Gen2,Emerald Green,4.4
realme 13+ 5G,26999,50MP + 2MP | 16MP Front Camera,12 GB RAM,256,16.94 cm (6.67 inch) Full HD+ Display,Dimensity 7300 Energy,Dark Purple,4.2
realme 12 Pro+ 5G,23999,50MP + 8MP + 64MP | 32MP Front Camera,12 GB RAM,256,17.02 cm (6.7 inch) Full HD+ Display,Snapdragon 7s Gen 2,Submarine Blue,4.5
realme 15 Pro 5G,44999,50MP + 50MP | 50MP Front Camera,12 GB RAM,512,17.27 cm (6.8 inch) Display,7 Gen 4,Dragonfire Black,4.7
realme 13 Pro+ 5G,28999,50MP + 8MP + 50MP | 32MP Front Camera,12 GB RAM,512,17.02 cm (6.7 inch) Full HD+ Display,Snapdragon 7s Gen2,Emerald Green,4.4
realme X7 Pro 5G,13999,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,8 GB RAM,128,120 Hz sAmoled Display|65W SuperDart Charging,MediaTek Dimensity 1000 Plus,Fantasy,4.2
realme C65 5G,12487,50MP Rear Camera | 8MP Front Camera,8 GB RAM,128,16.94 cm (6.67 inch) HD+ Display,Dimensity 6300,Speedy Red,4.3
realme GT 6T 5G,30999,50MP Rear Camera,12 GB RAM,512,17.22 cm (6.78 inch) Display,,Razor Green,4.5
realme GT 6T 5G,30999,50MP Rear Camera,12 GB RAM,512,17.22 cm (6.78 inch) Display,,Razor Green,4.5
realme P2 Pro 5G,19999,50MP + 8MP | 32MP Front Camera,12 GB RAM,256,17.02 cm (6.7 inch) Full HD+ Display,7s Gen2,Parrot Green,4.4
